Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
  1154  488.52    6.083   -8.29   58.0    2.2758    0.0466   10.98  323.00    5.90   29.41    0.6300   36.77400   -1.31700 9000.000
  1156  488.10    6.090   -8.32   58.0    2.2757    0.0466   11.00  323.00    5.90   29.40    0.6300   36.77400   -1.31700 9000.000
  1158  487.69    6.096   -8.37   58.0    2.2757    0.0467   11.01  322.00    5.90   29.40    0.6300   36.77400   -1.31700 9000.000
  1160  487.33    6.102   -8.35   56.0    2.2757    0.0467   11.03  322.00    6.00   29.40    0.6300   36.77500   -1.31700 9000.000
  1162  486.96    6.108   -8.34   54.0    2.2757    0.0467   11.04  322.00    6.00   29.40    0.6300   36.77500   -1.31700 9000.000
  1164  486.54    6.115   -8.34   53.0    2.2757    0.0468   11.06  321.00    6.00   29.40    0.6300   36.77500   -1.31700 9000.000
  1166  486.11    6.122   -8.37   53.0    2.2757    0.0468   11.07  321.00    6.00   29.40    0.6300   36.77500   -1.31700 9000.000
  1168  485.73    6.128   -8.47   53.0    2.2756    0.0468   11.09  320.00    6.10   29.39    0.6300   36.77500   -1.31700 9000.000
  1170  485.37    6.134   -8.54   53.0    2.2756    0.0469   11.10  320.00    6.10   29.38    0.6300   36.77500   -1.31700 9000.000
  1172  484.97    6.140   -8.58   53.0    2.2755    0.0469   11.12  319.00    6.10   29.37    0.6300   36.77500   -1.31700 9000.000
  1174  484.59    6.146   -8.60   52.0    2.2754    0.0470   11.13  319.00    6.10   29.36    0.6300   36.77500   -1.31700 9000.000
  1176  484.19    6.152   -8.65   52.0    2.2754    0.0470   11.14  319.00    6.20   29.36    0.6300   36.77500   -1.31700 9000.000
  1178  483.77    6.159   -8.77   53.0    2.2753    0.0470   11.16  318.00    6.20   29.35    0.6300   36.77500   -1.31800 9000.000
  1180  483.40    6.165   -8.82   53.0    2.2753    0.0471   11.17  318.00    6.20   29.35    0.6300   36.77500   -1.31800 9000.000
  1182  483.00    6.171   -8.87   53.0    2.2753    0.0471   11.19  318.00    6.20   29.35    0.6300   36.77500   -1.31800 9000.000
  1184  482.60    6.178   -8.94   53.0    2.2753    0.0471   11.20  317.00    6.30   29.35    0.6300   36.77500   -1.31800 9000.000
  1186  482.22    6.184   -8.98   54.0    2.2753    0.0472   11.22  317.00    6.30   29.35    0.6300   36.77500   -1.31800 9000.000
  1188  481.85    6.190   -8.99   54.0    2.2753    0.0472   11.23  317.00    6.30   29.34    0.6300   36.77600   -1.31800 9000.000
  1190  481.52    6.195   -9.02   55.0    2.2751    0.0472   11.24  316.00    6.30   29.32    0.6300   36.77600   -1.31800 9000.000
  1192  481.15    6.201   -9.03   56.0    2.2751    0.0473   11.26  316.00    6.40   29.32    0.6300   36.77600   -1.31800 9000.000
  1194  480.75    6.208   -9.11   56.0    2.2750    0.0473   11.27  315.00    6.40   29.31    0.6300   36.77600   -1.31800 9000.000
  1196  480.38    6.214   -9.20   57.0    2.2750    0.0474   11.29  315.00    6.40   29.30    0.6300   36.77600   -1.31800 9000.000
  1198  479.99    6.220   -9.24   57.0    2.2750    0.0474   11.30  315.00    6.40   29.30    0.6300   36.77600   -1.31800 9000.000
  1200  479.58    6.226   -9.26   57.0    2.2750    0.0474   11.32  314.00    6.40   29.30    0.6300   36.77600   -1.31900 9000.000
  1202  479.19    6.233   -9.31   56.0    2.2750    0.0475   11.33  314.00    6.40   29.30    0.6300   36.77600   -1.31900 9000.000
  1204  478.80    6.239   -9.38   56.0    2.2750    0.0475   11.35  313.00    6.40   29.30    0.6300   36.77600   -1.31900 9000.000
  1206  478.45    6.245   -9.46   56.0    2.2750    0.0475   11.36  313.00    6.40   29.30    0.6300   36.77600   -1.31900 9000.000
  1208  478.07    6.251   -9.49   56.0    2.2750    0.0476   11.37  313.00    6.40   29.30    0.6300   36.77600   -1.31900 9000.000
  1210  477.69    6.257   -9.50   57.0    2.2750    0.0476   11.39  312.00    6.40   29.30    0.6300   36.77600   -1.31900 9000.000
  1212  477.30    6.263   -9.55   57.0    2.2750    0.0477   11.40  312.00    6.40   29.30    0.6300   36.77700   -1.31900 9000.000
  1214  476.89    6.270   -9.66   57.0    2.2749    0.0477   11.42  312.00    6.40   29.29    0.6300   36.77700   -1.31900 9000.000
  1216  476.48    6.277   -9.74   57.0    2.2749    0.0477   11.43  313.00    6.40   29.29    0.6300   36.77700   -1.31900 9000.000
  1218  476.10    6.283   -9.79   57.0    2.2749    0.0478   11.45  313.00    6.50   29.29    0.6300   36.77700   -1.31900 9000.000
  1220  475.72    6.289   -9.86   57.0    2.2747    0.0478   11.46  313.00    6.50   29.27    0.6300   36.77700   -1.31900 9000.000
  1222  475.34    6.295   -9.89   58.0    2.2747    0.0479   11.48  314.00    6.60   29.27    0.6300   36.77700   -1.31900 9000.000
  1224  474.94    6.301   -9.94   58.0    2.2747    0.0479   11.49  315.00    6.70   29.27    0.6300   36.77700   -1.31900 9000.000
  1226  474.51    6.308  -10.01   58.0    2.2747    0.0479   11.51  315.00    6.70   29.27    0.6300   36.77700   -1.31900 9000.000
  1228  474.09    6.315  -10.06   58.0    2.2747    0.0480   11.52  316.00    6.80   29.27    0.6300   36.77700   -1.32000 9000.000
  1230  473.65    6.323  -10.10   57.0    2.2747    0.0480   11.54  317.00    6.90   29.26    0.6300   36.77700   -1.32000 9000.000
  1232  473.24    6.329  -10.12   56.0    2.2354    0.0472   11.55  318.00    7.00   29.26    0.6200   36.77700   -1.32000 9000.000
  1234  472.83    6.336  -10.15   55.0    2.2354    0.0473   11.57  318.00    7.10   29.26    0.6200   36.77700   -1.32000 9000.000
  1236  472.43    6.342  -10.21   55.0    2.2355    0.0473   11.59  319.00    7.20   29.27    0.6200   36.77800   -1.32000 9000.000
  1238  471.99    6.350  -10.27   55.0    2.2354    0.0474   11.60  320.00    7.20   29.26    0.6200   36.77800   -1.32000 9000.000
  1240  471.49    6.358  -10.35   55.0    2.2747    0.0482   11.62  321.00    7.30   29.26    0.6300   36.77800   -1.32000 9000.000
  1242  470.90    6.367  -10.44   55.0    2.2746    0.0483   11.64  322.00    7.40   29.25    0.6300   36.77800   -1.32000 9000.000
  1244  470.21    6.379  -10.54   55.0    2.2746    0.0484   11.67  323.00    7.40   29.25    0.6300   36.77800   -1.32000 9000.000
  1246  469.45    6.391  -10.62   55.0    2.2746    0.0485   11.70  324.00    7.40   29.25    0.6300   36.77800   -1.32100 9000.000
  1248  468.67    6.404  -10.70   55.0    2.2746    0.0485   11.73  325.00    7.40   29.25    0.6300   36.77800   -1.32100 9000.000
  1250  467.86    6.417  -10.79   55.0    2.2745    0.0486   11.76  326.00    7.50   29.24    0.6300   36.77800   -1.32100 9000.000
  1252  467.03    6.431  -10.88   55.0    2.2745    0.0487   11.79  328.00    7.50   29.24    0.6300   36.77800   -1.32100 9000.000
  1254  466.24    6.444  -11.00   54.0    2.2744    0.0488   11.82  329.00    7.50   29.22    0.6300   36.77800   -1.32100 9000.000
  1256  465.53    6.456  -11.10   54.0    2.2351    0.0480   11.85  331.00    7.40   29.21    0.6200   36.77800   -1.32100 9000.000
  1258  464.84    6.467  -11.14   54.0    2.2350    0.0481   11.87  333.00    7.40   29.20    0.6200   36.77800   -1.32100 9000.000
  1260  464.17    6.478  -11.17   54.0    2.2350    0.0482   11.90  335.00    7.40   29.20    0.6200   36.77800   -1.32100 9000.000
  1262  463.50    6.489  -11.21   52.0    2.2350    0.0482   11.93  337.00    7.40   29.20    0.6200   36.77900   -1.32100 9000.000
  1264  462.87    6.500  -11.26   51.0    2.2349    0.0483   11.95  339.00    7.40   29.19    0.6200   36.77800   -1.32100 9000.000
  1266  462.19    6.511  -11.42   52.0    2.2741    0.0492   11.98  341.00    7.40   29.18    0.6300   36.77800   -1.32200 9000.000
  1268  461.46    6.523  -11.59   52.0    2.2741    0.0493   12.00  344.00    7.40   29.18    0.6300   36.77900   -1.32200 9000.000
  1270  460.73    6.535  -11.64   51.0    2.2741    0.0494   12.03  346.00    7.40   29.18    0.6300   36.77900   -1.32200 9000.000
  1272  460.00    6.547  -11.62   50.0    2.2739    0.0494   12.06  348.00    7.40   29.16    0.6300   36.77900   -1.32200 9000.000
  1274  459.23    6.560  -11.69   50.0    2.2738    0.0495   12.09  350.00    7.50   29.15    0.6300   36.77900   -1.32200 9000.000
  1276  458.51    6.572  -11.84   50.0    2.2738    0.0496   12.12  352.00    7.50   29.15    0.6300   36.77900   -1.32200 9000.000
  1278  457.83    6.583  -11.94   51.0    2.2738    0.0497   12.15  354.00    7.60   29.15    0.6300   36.77900   -1.32200 9000.000
  1280  457.18    6.594  -12.03   52.0    2.2737    0.0497   12.17  356.00    7.60   29.13    0.6300   36.77900   -1.32200 9000.000
  1282  456.49    6.606  -12.15   52.0    2.2737    0.0498   12.20  357.00    7.70   29.13    0.6300   36.77900   -1.32300 9000.000
  1284  455.74    6.618  -12.30   52.0    2.2736    0.0499   12.23  359.00    7.80   29.12    0.6300   36.77900   -1.32300 9000.000
  1286  455.01    6.631  -12.47   53.0    2.2735    0.0500   12.26    0.00    7.80   29.11    0.6300   36.77900   -1.32300 9000.000
  1288  454.28    6.643  -12.61   54.0    2.2735    0.0500   12.29    1.00    7.90   29.10    0.6300   36.77900   -1.32300 9000.000
  1290  453.64    6.654  -12.73   55.0    2.2733    0.0501   12.31    3.00    7.90   29.08    0.6300   36.77900   -1.32300 9000.000
  1292  453.02    6.664  -12.73   55.0    2.2733    0.0502   12.34    4.00    8.00   29.08    0.6300   36.77900   -1.32300 9000.000
  1294  452.40    6.675  -12.72   55.0    2.2733    0.0502   12.36    4.00    8.00   29.08    0.6300   36.77900   -1.32400 9000.000
  1296  451.82    6.684  -12.76   56.0    2.2732    0.0503   12.38    5.00    8.00   29.07    0.6300   36.77900   -1.32400 9000.000
  1298  451.23    6.694  -12.81   55.0    2.2732    0.0504   12.41    6.00    8.00   29.06    0.6300   36.77900   -1.32400 9000.000
  1300  450.67    6.704  -12.86   52.0    2.2731    0.0504   12.43    6.00    8.00   29.05    0.6300   36.77900   -1.32400 9000.000
  1302  450.13    6.713  -12.95   51.0    2.2731    0.0505   12.45    7.00    8.00   29.05    0.6300   36.77900   -1.32400 9000.000
  1304  449.56    6.723  -13.03   52.0    2.2731    0.0506   12.47    7.00    7.90   29.05    0.6300   36.77900   -1.32400 9000.000
  1306  448.98    6.733  -13.11   54.0    2.2730    0.0506   12.50    8.00    7.90   29.04    0.6300   36.77900   -1.32400 9000.000
  1308  448.43    6.742  -13.16   54.0    2.2729    0.0507   12.52    8.00    7.90   29.02    0.6300   36.77800   -1.32500 9000.000
  1310  447.90    6.751  -13.24   53.0    2.2728    0.0507   12.54    8.00    7.90   29.01    0.6300   36.77800   -1.32500 9000.000
  1312  447.34    6.760  -13.28   53.0    2.2727    0.0508   12.56    9.00    7.90   29.00    0.6300   36.77800   -1.32500 9000.000
  1314  446.77    6.770  -13.34   53.0    2.2727    0.0509   12.59    9.00    7.90   29.00    0.6300   36.77800   -1.32500 9000.000
  1316  446.20    6.780  -13.44   52.0    2.2726    0.0509   12.61   10.00    7.90   28.99    0.6300   36.77800   -1.32500 9000.000
  1318  445.64    6.789  -13.54   52.0    2.2726    0.0510   12.63   10.00    8.00   28.98    0.6300   36.77800   -1.32500 9000.000
  1320  445.09    6.799  -13.58   53.0    2.2725    0.0511   12.65   11.00    8.00   28.97    0.6300   36.77800   -1.32500 9000.000
  1322  444.53    6.808  -13.65   54.0    2.2725    0.0511   12.68   11.00    8.10   28.97    0.6300   36.77800   -1.32600 9000.000
  1324  443.97    6.818  -13.77   56.0    2.3116    0.0521   12.70   12.00    8.10   28.96    0.6400   36.77800   -1.32600 9000.000
  1326  443.36    6.828  -13.86   58.0    2.3117    0.0521   12.72   12.00    8.20   28.97    0.6400   36.77800   -1.32600 9000.000
  1328  442.78    6.838  -13.85   58.0    2.3117    0.0522   12.75   13.00    8.20   28.97    0.6400   36.77800   -1.32600 9000.000
  1330  442.21    6.848  -13.81   57.0    2.3117    0.0523   12.77   13.00    8.30   28.97    0.6400   36.77800   -1.32600 9000.000
  1332  441.62    6.858  -13.84   57.0    2.2725    0.0515   12.79   13.00    8.40   28.97    0.6300   36.77800   -1.32600 9000.000
  1334  440.97    6.869  -13.90   56.0    2.2725    0.0515   12.82   13.00    8.40   28.97    0.6300   36.77800   -1.32600 9000.000
  1336  440.34    6.880  -13.94   55.0    2.2724    0.0516   12.85   13.00    8.50   28.96    0.6300   36.77800   -1.32700 9000.000
  1338  439.73    6.891  -13.99   55.0    2.2725    0.0517   12.87   13.00    8.50   28.97    0.6300   36.77800   -1.32700 9000.000
  1340  439.11    6.902  -14.03   55.0    2.2724    0.0518   12.90   13.00    8.60   28.96    0.6300   36.77800   -1.32700 9000.000
  1342  438.47    6.913  -14.08   54.0    2.2723    0.0518   12.92   13.00    8.70   28.94    0.6300   36.77800   -1.32700 9000.000
  1344  437.85    6.923  -14.10   53.0    2.2722    0.0519   12.95   13.00    8.70   28.93    0.6300   36.77800   -1.32700 9000.000
  1346  437.23    6.934  -14.07   52.0    2.2721    0.0520   12.97   13.00    8.80   28.92    0.6300   36.77800   -1.32700 9000.000
  1348  436.64    6.944  -14.08   50.0    2.2721    0.0520   13.00   13.00    8.80   28.92    0.6300   36.77800   -1.32700 9000.000
  1350  436.07    6.954  -14.11   49.0    2.2719    0.0521   13.02   13.00    8.90   28.89    0.6300   36.77800   -1.32800 9000.000
  1352  435.53    6.964  -14.16   48.0    2.2718    0.0522   13.04   13.00    9.00   28.88    0.6300   36.77800   -1.32800 9000.000
  1354  435.02    6.972  -14.20   47.0    2.2718    0.0522   13.07   13.00    9.00   28.88    0.6300   36.77800   -1.32800 9000.000
  1356  434.46    6.982  -14.23   44.0    2.2717    0.0523   13.09   13.00    9.00   28.86    0.6300   36.77800   -1.32800 9000.000
  1358  433.87    6.993  -14.16   40.0    2.2717    0.0524   13.11   14.00    9.10   28.86    0.6300   36.77800   -1.32800 9000.000
  1360  433.30    7.003  -14.02   36.0    2.2717    0.0524   13.14   14.00    9.10   28.86    0.6300   36.77800   -1.32800 9000.000
  1362  432.70    7.013  -14.00   33.0    2.2717    0.0525   13.16   14.00    9.10   28.86    0.6300   36.77800   -1.32900 9000.000
  1364  432.08    7.024  -14.15   36.0    2.2716    0.0526   13.19   15.00    9.00   28.85    0.6300   36.77800   -1.32900 9000.000
  1366  431.46    7.035  -14.23   39.0    2.2715    0.0526   13.21   15.00    9.00   28.84    0.6300   36.77800   -1.32900 9000.000
  1368  430.86    7.045  -14.28   40.0    2.2715    0.0527   13.24   15.00    8.90   28.84    0.6300   36.77800   -1.32900 9000.000
  1370  430.25    7.056  -14.33   38.0    2.2323    0.0519   13.26   16.00    8.90   28.84    0.6200   36.77800   -1.32900 9000.000
  1372  429.65    7.067  -14.38   37.0    2.2323    0.0520   13.29   16.00    8.80   28.84    0.6200   36.77800   -1.32900 9000.000
  1374  429.10    7.076  -14.45   38.0    2.2323    0.0520   13.31   17.00    8.70   28.84    0.6200   36.77800   -1.32900 9000.000
  1376  428.53    7.087  -14.52   38.0    2.2323    0.0521   13.33   17.00    8.70   28.83    0.6200   36.77700   -1.33000 9000.000
  1378  427.98    7.096  -14.54   38.0    2.2322    0.0522   13.36   17.00    8.60   28.82    0.6200   36.77700   -1.33000 9000.000
  1380  427.45    7.106  -14.55   37.0    2.2714    0.0531   13.38   17.00    8.50   28.83    0.6300   36.77700   -1.33000 9000.000
  1382  426.90    7.115  -14.65   36.0    2.2713    0.0532   13.40   17.00    8.40   28.81    0.6300   36.77700   -1.33000 9000.000
  1384  426.35    7.125  -14.78   36.0    2.2713    0.0533   13.42   17.00    8.30   28.81    0.6300   36.77700   -1.33000 9000.000
  1386  425.79    7.135  -14.88   35.0    2.2713    0.0533   13.45   17.00    8.20   28.81    0.6300   36.77700   -1.33000 9000.000
  1388  425.20    7.146  -14.97   35.0    2.2712    0.0534   13.47   17.00    8.20   28.80    0.6300   36.77700   -1.33100 9000.000
  1390  424.66    7.155  -15.01   35.0    2.2712    0.0535   13.50   17.00    8.10   28.80    0.6300   36.77700   -1.33100 9000.000
  1392  424.14    7.164  -15.08   35.0    2.2711    0.0535   13.52   16.00    8.00   28.78    0.6300   36.77700   -1.33100 9000.000
  1394  423.58    7.174  -15.19   35.0    2.2710    0.0536   13.54   16.00    7.90   28.77    0.6300   36.77700   -1.33100 9000.000
  1396  422.99    7.185  -15.30   36.0    2.2709    0.0537   13.57   16.00    7.80   28.76    0.6300   36.77700   -1.33100 9000.000
  1398  422.43    7.195  -15.35   36.0    2.2708    0.0538   13.59   16.00    7.70   28.75    0.6300   36.77700   -1.33100 9000.000
  1400  421.91    7.204  -15.43   35.0    2.2707    0.0538   13.61   16.00    7.50   28.74    0.6300   36.77700   -1.33100 9000.000
  1402  421.39    7.214  -15.55   35.0    2.2706    0.0539   13.63   15.00    7.40   28.72    0.6300   36.77700   -1.33200 9000.000
  1404  420.91    7.222  -15.61   35.0    2.2705    0.0539   13.65   16.00    7.30   28.71    0.6300   36.77700   -1.33200 9000.000
  1406  420.42    7.231  -15.63   35.0    2.2705    0.0540   13.68   16.00    7.20   28.71    0.6300   36.77700   -1.33200 9000.000
  1408  419.91    7.240  -15.70   35.0    2.2704    0.0541   13.70   17.00    7.10   28.70    0.6300   36.77700   -1.33200 9000.000
  1410  419.40    7.249  -15.80   36.0    2.2704    0.0541   13.72   18.00    7.00   28.69    0.6300   36.77700   -1.33200 9000.000
  1412  418.90    7.258  -15.87   36.0    2.2704    0.0542   13.74   19.00    6.90   28.69    0.6300   36.77700   -1.33200 9000.000
  1414  418.41    7.267  -15.92   36.0    2.2704    0.0543   13.76   20.00    6.80   28.69    0.6300   36.77700   -1.33200 9000.000
  1416  417.92    7.276  -15.91   33.0    2.2704    0.0543   13.78   22.00    6.60   28.69    0.6300   36.77700   -1.33200 9000.000
  1418  417.42    7.285  -15.76   28.0    2.2703    0.0544   13.80   24.00    6.50   28.68    0.6300   36.77700   -1.33200 9000.000
  1420  416.94    7.294  -15.64   24.0    2.2702    0.0544   13.82   26.00    6.40   28.67    0.6300   36.77700   -1.33300 9000.000
